Twitter Feed,Source Account,Tweets Ago,Tweet,Tweet Date,Compound Score,Positive Score,Neutral Score,Negative Score
CBSNews,CBS News,33,"""[Kim Jong Un] can come to the White House as long as he gives up his nuclear program, gives up his missile program… https://t.co/FTfwsiRVUo",Tue Jun 12 12:33:58 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,34,"""They're going to start immediately. They really have already started,"" President Trump says of North Korea's promi… https://t.co/JRslGZbDMV",Tue Jun 12 12:20:31 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,35,"Republican Sen. @LindseyGrahamSC joins @CBSThisMorning from Washington, D.C. to discuss the agreement with North Ko… https://t.co/5FB5DvUkMG",Tue Jun 12 12:15:22 +0000 2018,0.4939,0.176,0.824,0.0
CBSNews,CBS News,36,We're hearing from world leaders this morning following this historic summit. South Korea's president said the talk… https://t.co/rp6FELxSGv,Tue Jun 12 12:14:03 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,37,High school baseball pitcher hugs childhood friend on the field after striking him out and sending his team to the… https://t.co/rwt7fJLAi0,Tue Jun 12 12:00:28 +0000 2018,0.7506,0.252,0.748,0.0
CBSNews,CBS News,38,Here’s a look at some of this morning’s headlines on @CBSThisMorning https://t.co/K3Jvppai2u,Tue Jun 12 11:53:12 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,39,Baylor St. Luke's Medical Center in Houston has temporarily closed its world-renowned heart transplant program foll… https://t.co/UwUbyCTH5E,Tue Jun 12 11:43:39 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,40,"President Trump says he ""trusts"" Kim Jong Un to denuclearize after summit https://t.co/7x0n4pm4nO https://t.co/Kd6V5S8T7J",Tue Jun 12 11:40:47 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,41,Crash tests of two popular SUVs reveal serious safety concerns. The Insurance Institute for Highway Safety gave the… https://t.co/KYburUOInq,Tue Jun 12 11:37:06 +0000 2018,0.6597,0.318,0.53,0.152
CBSNews,CBS News,42,"Here are three things you should know this morning
1️⃣N. Korea to return U.S. remains
2️⃣Media merger decision day… https://t.co/mNBh2RqPuH",Tue Jun 12 11:36:22 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,43,Last night was first time a U.S. president has ever met in person with a North Korean dictator. It was also the fir… https://t.co/QBVYoXH431,Tue Jun 12 11:35:27 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,44,“Mike Pompeo is flying to these asian capitals to explain what happened in the room [where Trump and Kim met]. He’s… https://t.co/T8PEoFmGaa,Tue Jun 12 11:23:51 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,45,"After his historic meeting with Kim Jong Un, President Trump gave Kim a peak inside ""the Beast"" -- his limousine. https://t.co/bo4LotxpLM",Tue Jun 12 11:21:15 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,46,“What we have now is a ‘freeze for freeze.’ The North Koreans are freezing their ICBM and nuclear tests and the Ame… https://t.co/4lYbzLUWfm,Tue Jun 12 11:20:15 +0000 2018,-0.1027,0.0,0.938,0.062
CBSNews,CBS News,47,"“The president has, at least three times, been asked by reporters during that press conference, ‘what else did you… https://t.co/DpS0wuCovE",Tue Jun 12 11:17:50 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,48,".@FacetheNation moderator @MargBrennan and CBS News senior global affairs contributor Ian Bremmer, president of Eur… https://t.co/NGbuLuAwu7",Tue Jun 12 11:15:44 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,49,"The first global reaction came from South Korean President Moon Jae In, who offered sincere congratulations and sai… https://t.co/IdhaGCrEbN",Tue Jun 12 11:15:02 +0000 2018,0.765,0.28,0.72,0.0
CBSNews,CBS News,50,Pres. Trump says his meeting with Kim Jong Un would not have happened if not for the death of Otto Warmbier… https://t.co/fzs4YHLQBa,Tue Jun 12 11:13:40 +0000 2018,0.4847,0.13,0.87,0.0
CBSNews,CBS News,51,President Trump has said in the past that taking nuclear weapons out of North Korea could happen very quickly. But… https://t.co/gwxB24supG,Tue Jun 12 11:10:55 +0000 2018,-0.4404,0.0,0.873,0.127
CBSNews,CBS News,52,"President Trump said it would be ""inappropriate"" for the U.S. to perform joint military exercises with South Korea… https://t.co/Oi5YqyjJGx",Tue Jun 12 11:10:25 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,53,President Trump says he now trusts Kim Jong Un and knows he wants to make a deal. Trump also said he is open to tra… https://t.co/Qi6k7zzOuJ,Tue Jun 12 11:08:29 +0000 2018,0.4767,0.114,0.886,0.0
CBSNews,CBS News,54,President Trump and North Korean dictator Kim Jong Un finished their unprecedented meeting by signing an agreement… https://t.co/LNaV8fzlrS,Tue Jun 12 11:06:19 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,55,"President addressed media after historic summit with North Korean leader Kim Jong Un, where they signed a ""pretty c… https://t.co/cAqhNQPnIe",Tue Jun 12 11:00:47 +0000 2018,0.4939,0.151,0.849,0.0
CBSNews,CBS News,56,"""[Pres. Trump said] that the war games... will be discontinued, will be canceled, and that concerns me. Did he mean… https://t.co/Is0lPpPURg",Tue Jun 12 10:59:10 +0000 2018,-0.5994,0.0,0.837,0.163
CBSNews,CBS News,57,"""The joint statement and the answers to the questions during the press conference, they leave a lot more questions… https://t.co/hx0JfFulbW",Tue Jun 12 10:55:46 +0000 2018,-0.0516,0.0,0.938,0.062
CBSNews,CBS News,58,"While waiting at a resort in Singapore for his historic meeting with North Korean leader Kim Jong Un, President Tru… https://t.co/HUNVQJmq59",Tue Jun 12 10:40:31 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,59,AHEAD: @CBSThisMorning is in Singapore with the latest on the historic meeting and agreement between President Trum… https://t.co/eyMgsmZepF,Tue Jun 12 10:30:29 +0000 2018,0.4939,0.158,0.842,0.0
CBSNews,CBS News,60,"Reuniting North and South Korea could cost trillions of dollars, analysts say  https://t.co/5UXPhgh9Mq https://t.co/6oW8TviRNR",Tue Jun 12 10:20:55 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,61,"At his news conference following the summit, President Trump did not give much new detail on the agreement he had r… https://t.co/htWKSYxK4A",Tue Jun 12 09:51:08 +0000 2018,0.4939,0.132,0.868,0.0
CBSNews,CBS News,62,"""I think bottom line at this point right now there is this framework which has been signed, these four main points,… https://t.co/o2I86QkROM",Tue Jun 12 09:37:56 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,63,"""From his public demeanor here in this press conference, it seemed to be one of the best days, if not the best day,… https://t.co/6zVAJfylGV",Tue Jun 12 09:32:30 +0000 2018,0.8555,0.276,0.724,0.0
CBSNews,CBS News,64,"""I cannot recall since he became president, Mr. Trump taking questions from every news outlet that sits in the fron… https://t.co/pAEOxV1icf",Tue Jun 12 09:31:34 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,65,"President Trump says meeting with North Korean leader Kim Jong Un wasn't recorded: ""We probably have some notes or… https://t.co/MNJZ18JE5Y",Tue Jun 12 09:23:06 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,66,"Reporter: Do you now see Kim Jong Un as an equal?

President Trump:  “No. I don't think that -- I don't view it tha… https://t.co/svyv2CgDkp",Tue Jun 12 09:15:59 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,67,"""They may not want that. I can understand that, too. But that was a version of what could happen, what could take p… https://t.co/nlgfNjSyWl",Tue Jun 12 09:13:38 +0000 2018,-0.0572,0.0,0.945,0.055
CBSNews,CBS News,68,"President Trump on North Korea dismantling its nuclear arsenal: ""As far as what he has, it's substantial, very subs… https://t.co/l5875tfGOl",Tue Jun 12 09:10:18 +0000 2018,0.2023,0.087,0.913,0.0
CBSNews,CBS News,69,"""I have a good relationship with [Canadian Prime Minister] Justin Trudeau, I really did, other than he had a news c… https://t.co/pOP8h13Luk",Tue Jun 12 09:01:50 +0000 2018,0.4404,0.139,0.861,0.0
CBSNews,CBS News,70,"President Trump on viral G7 photo: ""We were just talking, the whole group about something unrelated to everything,… https://t.co/MdJOaoUuDu",Tue Jun 12 08:59:47 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,71,"“I showed it to you because that's the future. I mean, that very well could be the future. And the other alternativ… https://t.co/I5TtpZNBkP",Tue Jun 12 08:56:37 +0000 2018,0.3384,0.102,0.898,0.0
CBSNews,CBS News,72,"""I gave up nothing. I'm here. I haven't slept in 25 hours, but I thought it was appropriate to do because we've bee… https://t.co/tu1gFynyAd",Tue Jun 12 08:51:35 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,73,"President Trump on ending U.S. ""war games"" with South Korea: ""Under the circumstances that we're negotiating a very… https://t.co/WSwOgHntrE",Tue Jun 12 08:48:41 +0000 2018,-0.5994,0.0,0.813,0.187
CBSNews,CBS News,74,"""The sanctions will come off when we are sure that the nukes are no longer a factor. Sanctions played a big role, b… https://t.co/NVR89btLIu",Tue Jun 12 08:44:14 +0000 2018,0.3612,0.181,0.734,0.085
CBSNews,CBS News,75,"""I believe it's a rough situation over there, there's no question about it, and we did discuss it today pretty stro… https://t.co/H22BlMO5OJ",Tue Jun 12 08:43:00 +0000 2018,0.25,0.131,0.779,0.09
CBSNews,CBS News,76,"""At a certain time I will [travel to Pyongyang]. That will be a day that I look very much forward to, at the approp… https://t.co/AZIpEWRs6w",Tue Jun 12 08:40:07 +0000 2018,0.2732,0.095,0.905,0.0
CBSNews,CBS News,77,"Reporter:  what do you expect Kim Jong Un to do about the human rights record regarding the North Korean people?

P… https://t.co/WJK6VWqRwH",Tue Jun 12 08:38:30 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,78,"""We signed a very, very comprehensive document, and I believe [Kim Jong Un is] going to live up to that document,""… https://t.co/NKVWKhuMbk",Tue Jun 12 08:34:40 +0000 2018,0.376,0.119,0.881,0.0
CBSNews,CBS News,79,".@MajorCBS:  Did you discuss methods to verify the process of denuclearization?

President Trump: “Yes, we did … it… https://t.co/df9egFglZL",Tue Jun 12 08:33:12 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,80,"“We’re not reducing anything,” Pres. Trump says of its military in South Korea, adding: “We will be stopping the wa… https://t.co/3cI5xHRQ1x",Tue Jun 12 08:29:24 +0000 2018,-0.1531,0.0,0.926,0.074
CBSNews,CBS News,81,"Reporter: Why are you so comfortable calling Kim Jong Un ""very talented?"" 

President Trump: ""Well, he is very tale… https://t.co/4g2YZH5exN",Tue Jun 12 08:27:14 +0000 2018,0.6418,0.182,0.818,0.0
CBSNews,CBS News,82,"""Today is the beginning of an arduous process. Our eyes are wide open, but peace is always worth the effort, especi… https://t.co/HRIWNnlkdB",Tue Jun 12 08:23:58 +0000 2018,0.7964,0.262,0.738,0.0
CBSNews,CBS News,83,"""Kim has told me that North Korea is already destroying a major missile engine testing site. That's not in your sig… https://t.co/ne4A4eUPNy",Tue Jun 12 08:22:48 +0000 2018,-0.5574,0.0,0.847,0.153
CBSNews,CBS News,84,"""The past does not have to define the future. Yesterday's conflict does not have to be tomorrow's war. And as histo… https://t.co/2MneP9nH7p",Tue Jun 12 08:21:31 +0000 2018,-0.7351,0.0,0.763,0.237
CBSNews,CBS News,85,"""We're prepared to start a new history, and we're ready to write a new chapter between our nations,"" President Trum… https://t.co/QdYwU8nh2d",Tue Jun 12 08:19:42 +0000 2018,0.5267,0.206,0.794,0.0
CBSNews,CBS News,86,"""We had a tremendous 24 hours. We've had a tremendous three months, actually, because this has been going on for qu… https://t.co/X9CWYfPnrA",Tue Jun 12 08:17:08 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,87,Kim Jong Un's motorcade leaves Singapore's Sentosa Island after a historic summit with President Trump… https://t.co/Jo1cBaEkaZ,Tue Jun 12 08:08:01 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,88,WATCH: President Trump is getting set to brief reporters in Singapore following his historic meeting with North Kor… https://t.co/50EMxbNfYk,Tue Jun 12 07:52:46 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,89,"Secretary of State Mike Pompeo and a high-level North Korean official will hold ""follow-up"" negotiations at the ear… https://t.co/eUVmTK4lCH",Tue Jun 12 07:47:43 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,90,""" I think the bottom line here is that President Trump and Kim Jong Un did sign something. And that is an agreement… https://t.co/XzCA5cLfdN",Tue Jun 12 07:29:09 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,91,WATCH: The moment President Trump and North Korean leader Kim Jong Un sign a joint document that says North Korea c… https://t.co/PC2pMphNa9,Tue Jun 12 07:20:45 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,92,"""We've been told that it will not be 2:30 a.m. ET, it's going to be sometime later,"" @zekejmiller says of updated t… https://t.co/TbrxH32uE8",Tue Jun 12 07:10:38 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,93,Joint document says North Korea commits to working towards complete denuclearization; White House has yet to offici… https://t.co/ycriovhFwM,Tue Jun 12 06:53:30 +0000 2018,0.0258,0.061,0.939,0.0
CBSNews,CBS News,94,Vague details of the document President Trump and North Korean leader Kim Jong Un signed earlier are beginning to e… https://t.co/CHzPGnzOut,Tue Jun 12 06:38:08 +0000 2018,-0.1027,0.0,0.935,0.065
CBSNews,CBS News,95,"""I think most Americans would agree that if you can sit down and work out a deal that averts a nuclear war, it's al… https://t.co/4lIHvz2Fnj",Tue Jun 12 06:11:06 +0000 2018,-0.3687,0.098,0.713,0.189
CBSNews,CBS News,96,"""We will have to see what kind of detail is in this document, but it does appear that they are leaving this on very… https://t.co/KXrxDlLXNb",Tue Jun 12 06:07:43 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,97,"""This is quite the dramatic ending to this summit -- that they have agreed to something, but no one is quite sure w… https://t.co/nKKoWQzkrv",Tue Jun 12 06:04:30 +0000 2018,0.2823,0.172,0.731,0.097
CBSNews,CBS News,98,"Kim Jong Un is ""a very worthy and very smart negotiator,"" President Trump says after historic signing with North Ko… https://t.co/4oZpP7nla9",Tue Jun 12 05:53:20 +0000 2018,0.734,0.246,0.754,0.0
CBSNews,CBS News,99,"""I think our whole relationship with North Korea and the Korean peninsula is going to be a very much different situ… https://t.co/l4KED71HEV",Tue Jun 12 05:46:25 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,100,"""You will be seeing everything in just a little while, the letter that we are signing is very comprehensive, and I… https://t.co/EBtcYwoai7",Tue Jun 12 05:44:45 +0000 2018,0.3167,0.103,0.897,0.0
CNN,CNN,1,Country Time Lemonade is creating a team to help pay fines and permits for kids who want to run their own lemonade… https://t.co/WLDWF9FGto,Tue Jun 12 19:20:08 +0000 2018,0.5859,0.242,0.703,0.055
CNN,CNN,2,"""Tiny pieces, medium size... We literally had to spend hours per day piecing together the puzzle prior to taping"" p… https://t.co/90ptHyeebO",Tue Jun 12 19:15:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,3,George H.W. Bush just became the first former US president to turn 94 https://t.co/Em2sILnp2A https://t.co/rJIR1qWbbL,Tue Jun 12 19:10:06 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,4,"A US Border Patrol agent was shot in southern Arizona near the border with Mexico, and several people in the area w… https://t.co/nd7qwq9ylV",Tue Jun 12 19:00:02 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,5,"RT @CNNnewsroom: Hearing the President call one of our closest allies weak is “deeply distressing, but so jarring when you compare it to th…",Tue Jun 12 18:59:56 +0000 2018,-0.4215,0.0,0.853,0.147
CNN,CNN,6,10 Nigerian children who were being smuggled in an attempt to exploit relaxed rules for entry into Russia ahead of… https://t.co/NH1XjeaqxA,Tue Jun 12 18:50:05 +0000 2018,0.0772,0.127,0.717,0.155
CNN,CNN,7,"Samuel Tom Holiday, one of the longest surviving Navajo Code Talkers from World War II, has died, just days after c… https://t.co/8EcnY8J6YL",Tue Jun 12 18:40:07 +0000 2018,-0.5574,0.161,0.592,0.247
CNN,CNN,8,"A grand jury in Virginia has indicted actress and activist Rose McGowan on one felony count of cocaine possession,… https://t.co/ptVHffQ2C7",Tue Jun 12 18:35:08 +0000 2018,-0.128,0.128,0.723,0.149
CNN,CNN,9,"Two years ago, 49 people were killed at the Pulse nightclub in Orlando. Here are their names and stories:… https://t.co/rseaLhWidO",Tue Jun 12 18:30:11 +0000 2018,-0.6705,0.0,0.809,0.191
CNN,CNN,10,Why eating at work can add on the pounds https://t.co/qyhQgKAaAY https://t.co/zuKyMMSq2d,Tue Jun 12 18:20:08 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,11,Trump had a chance to cut Canada's dairy tariffs. He walked away. https://t.co/JxAtOfxPUM https://t.co/wLVQZCQBEu,Tue Jun 12 18:10:09 +0000 2018,-0.0258,0.132,0.728,0.139
CNN,CNN,12,27 people have been arrested after two men were beaten to death by a mob following false social media reports sugge… https://t.co/tyNsKyOAa1,Tue Jun 12 18:00:05 +0000 2018,-0.8689,0.0,0.647,0.353
CNN,CNN,13,"Kellyanne Conway's husband, George Conway, defends special counsel Robert Mueller's legal authority in the Russia i… https://t.co/Gw3sN8oHUG",Tue Jun 12 17:52:00 +0000 2018,0.5423,0.282,0.718,0.0
CNN,CNN,14,President Trump pitched a message of peace between the United States and North Korea by showing North Korean dictat… https://t.co/8yyNGyYAMS,Tue Jun 12 17:40:00 +0000 2018,0.743,0.27,0.73,0.0
CNN,CNN,15,President Trump and Kim Jong Un met for the first time. Here's how it played out: https://t.co/dQUvb5OdVB https://t.co/YCjlDWkfmL,Tue Jun 12 17:30:08 +0000 2018,0.34,0.124,0.876,0.0
CNN,CNN,16,Christian Louboutin has claimed victory in a legal battle over its signature red-soled shoes https://t.co/JS7Hu2YyF2 https://t.co/ivKKKGg6en,Tue Jun 12 17:23:00 +0000 2018,-0.2732,0.088,0.76,0.152
CNN,CNN,17,"Puerto Rico’s governor said there would be ""hell to pay"" if data related to Hurricane Maria's death toll was withhe… https://t.co/CezRrqfNDr",Tue Jun 12 17:10:07 +0000 2018,-0.872,0.0,0.645,0.355
CNN,CNN,18,Sen. John Kennedy: “I think it’s important that we don’t lose sight of the fact that Kim Jong Un is... a butcher of… https://t.co/hbchKUzrE7,Tue Jun 12 17:00:27 +0000 2018,-0.2263,0.071,0.824,0.106
CNN,CNN,19,Police in Virginia have arrested two young men who they say planned to open fire at a high school prom https://t.co/cgVyiM94Jj,Tue Jun 12 16:50:09 +0000 2018,-0.6705,0.0,0.766,0.234
CNN,CNN,20,These sanctions will keep squeezing North Korea's economy https://t.co/HwZ0wyslqX https://t.co/C36XMr0G8l,Tue Jun 12 16:40:11 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,21,Democratic candidates in northern Virginia are hoping President Trump's unpopularity among the federal government w… https://t.co/EnBEGDk4Lj,Tue Jun 12 16:30:06 +0000 2018,0.4215,0.157,0.843,0.0
CNN,CNN,22,Ivanka Trump and Jared Kushner reveal new details of their enormous wealth https://t.co/LgV2qosrRz https://t.co/uNf5qAICyr,Tue Jun 12 16:22:00 +0000 2018,0.4939,0.198,0.802,0.0
CNN,CNN,23,"White House trade adviser Peter Navarro apologizes after saying ""there's a special place in hell"" for Canadian Prim… https://t.co/2wNFqTHZoi",Tue Jun 12 16:12:05 +0000 2018,-0.1027,0.21,0.605,0.185
CNN,CNN,24,The two really important people at the summit (beside Trump and Kim) https://t.co/vQydLccwgz https://t.co/A5zwhLkUCO,Tue Jun 12 16:03:45 +0000 2018,0.2716,0.139,0.861,0.0
CNN,CNN,25,Netflix is now worth more than Disney. It’s valued at around $160 billion. https://t.co/xm78Az7kwW https://t.co/02qBYFVRNB,Tue Jun 12 15:51:08 +0000 2018,0.5859,0.27,0.73,0.0
CNN,CNN,26,A sign of President Trump's confidence about his summit with North Korean dictator Kim Jong Un: He gave a lengthy p… https://t.co/QthOZrZoBY,Tue Jun 12 15:40:05 +0000 2018,0.5106,0.148,0.852,0.0
CNN,CNN,27,Jeep Grand Cherokee and Ford Explorer get worst ratings in crash test https://t.co/cAPFBWW5UT https://t.co/ciWq9JoYHt,Tue Jun 12 15:30:07 +0000 2018,-0.5859,0.144,0.529,0.327
CNN,CNN,28,President Trump praised North Korean dictator Kim Jong Un -- a man who leads a government that outside observers sa… https://t.co/WHIdcJasjk,Tue Jun 12 15:20:12 +0000 2018,0.4939,0.151,0.849,0.0
CNN,CNN,29,Kim had a great summit. And he didn't even need to give anything away. | Analysis by @jamietarabay… https://t.co/biyS7lX2Ry,Tue Jun 12 15:10:02 +0000 2018,0.6249,0.204,0.796,0.0
CNN,CNN,30,George H.W. Bush just became the first former US president to turn 94 https://t.co/z6zJuch5ed https://t.co/obC2PKHzXa,Tue Jun 12 15:01:47 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,31,Employees can choose from seven business or computer science-related bachelor's degrees selected at three universit… https://t.co/AJ90KcedtD,Tue Jun 12 14:44:21 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,32,Discover is offering its workers a new perk: A free college degree https://t.co/Eh9cBcuQwa https://t.co/Ej3JZP0nzx,Tue Jun 12 14:43:37 +0000 2018,0.5106,0.231,0.769,0.0
CNN,CNN,33,RT @CNNPolitics: Senate Majority Leader Mitch McConnell on the Trump-Kim summit: “Today I congratulate the President on this major step and…,Tue Jun 12 14:30:06 +0000 2018,0.4939,0.144,0.856,0.0
CNN,CNN,34,"Asked about former Minnesota Sen. Al Franken's resignation from Congress following sexual harassment allegations, f… https://t.co/dHdjVyaOEO",Tue Jun 12 14:29:49 +0000 2018,-0.6908,0.0,0.711,0.289
CNN,CNN,35,"Alec Baldwin 2020? During an interview with Howard Stern, Baldwin said that if he made a bid for the White House, h… https://t.co/Q95zb4QvyW",Tue Jun 12 14:16:31 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,36,"Two years ago, 49 people were killed at the Pulse nightclub in Orlando. Here are their names and stories:… https://t.co/otjmAnTL4r",Tue Jun 12 14:04:28 +0000 2018,-0.6705,0.0,0.809,0.191
CNN,CNN,37,5 key quotes from Trump's first post-summit interview: https://t.co/7RDoHC6dQl https://t.co/8wRPsWxHHQ,Tue Jun 12 13:52:20 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,38,"Kellyanne Conway's husband, George Conway, defends special counsel Robert Mueller's legal authority in the Russia i… https://t.co/yAqRJGDrQz",Tue Jun 12 13:50:09 +0000 2018,0.5423,0.282,0.718,0.0
CNN,CNN,39,"Emmy Reeves had Type 1 diabetes, but she was allergic to the insulin she needed to stay alive. She recently underwe… https://t.co/Y4QXXP960o",Tue Jun 12 13:40:09 +0000 2018,0.1531,0.135,0.754,0.111
CNN,CNN,40,"Police are searching for an inmate who was mistakenly released from a New Mexico prison, after he allegedly switche… https://t.co/k67spo76iP",Tue Jun 12 13:30:12 +0000 2018,-0.6705,0.0,0.756,0.244
CNN,CNN,41,"After his expletive-laden rant about President Trump, Robert De Niro apologizes - to Canadians… https://t.co/U0bGCOExoG",Tue Jun 12 13:21:29 +0000 2018,0.0258,0.148,0.71,0.142
CNN,CNN,42,"""I do trust him"": President Trump says he trusts Kim Jong Un and that he has received the same trust in return foll… https://t.co/PSb2T6JCLu",Tue Jun 12 13:07:03 +0000 2018,0.8658,0.316,0.684,0.0
CNN,CNN,43,"Before celebrating a game-winning strikeout that led his team to the state tournament, this high school baseball pi… https://t.co/7xsS1d0TIr",Tue Jun 12 12:56:45 +0000 2018,0.5719,0.179,0.821,0.0
CNN,CNN,44,"""Tiny pieces, medium size... We literally had to spend hours per day piecing together the puzzle prior to taping"" p… https://t.co/m6DW9bCimf",Tue Jun 12 12:40:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,45,Craigslist founder Craig Newmark is giving $20 million to train future journalists at the City University of New Yo… https://t.co/IwM4mWKhSJ,Tue Jun 12 12:29:38 +0000 2018,0.34,0.112,0.888,0.0
CNN,CNN,46,"The new documents reveal that in 2017, Ivanka Trump earned $3.9 million from her stake in the Trump International H… https://t.co/qRZT5kis3E",Tue Jun 12 12:16:15 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,47,Ivanka Trump and Jared Kushner reveal new details of enormous wealth https://t.co/LgV2qoaR01 https://t.co/GZs62Mbs9g,Tue Jun 12 12:15:26 +0000 2018,0.4939,0.211,0.789,0.0
CNN,CNN,48,Country Time Lemonade is creating a team to help pay fines and permits for kids who want to run their own lemonade… https://t.co/2004tLtbAK,Tue Jun 12 11:59:43 +0000 2018,0.5859,0.242,0.703,0.055
CNN,CNN,49,"RT @NewDay: ""It's interesting for the President of the United States to refer to US/South Korean joint military exercises as 'provocative,'…",Tue Jun 12 11:45:24 +0000 2018,0.6705,0.224,0.776,0.0
CNN,CNN,50,"CNN's @jaketapper on the Trump-Kim summit: ""It's not as if other presidents couldn't have done this, it's that they… https://t.co/pMJqluwb5M",Tue Jun 12 11:44:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,51,"The handshake, the menu, the positioning of flags -- every aspect of the meeting between President Trump and Kim Jo… https://t.co/D1j3EgqFgz",Tue Jun 12 11:30:15 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,52,Here's the moment President Trump and North Korean leader Kim Jong Un shook hands before their historic summit in S… https://t.co/j67Niw9AFz,Tue Jun 12 11:24:29 +0000 2018,-0.1027,0.0,0.935,0.065
CNN,CNN,53,Read the full text of the Trump-Kim signed statement https://t.co/y8zrcMEueZ https://t.co/Oqq4w6Cxu1,Tue Jun 12 11:10:03 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,54,"742 kids have died of heatstroke in vehicles in the United States between 1998 and 2017, according to a report. Jus… https://t.co/sfilPkir02",Tue Jun 12 11:00:15 +0000 2018,-0.2023,0.11,0.748,0.142
CNN,CNN,55,"RT @NewDay: ""The North Koreans did not come with anything new,"" says Fmr. CIA Dir. Michael Hayden on the Trump-Kim summit: ""The new element…",Tue Jun 12 11:00:13 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,56,"5 things for Tuesday:

- US-North Korea summit
- Russia sanctions
- Supreme Court &amp; voting
- Florida standoff
- Pri… https://t.co/A2Aeqqb411",Tue Jun 12 10:50:03 +0000 2018,0.5574,0.194,0.806,0.0
CNN,CNN,57,Here's everything you need to know about the historic summit between President Trump and North Korea's Kim Jong Un… https://t.co/TOJKzYDx0o,Tue Jun 12 10:40:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,58,"President Trump says the roughly 100,000 political prisoners in North Korea are going to be ""the great winners"" of… https://t.co/CJuBeUk8eT",Tue Jun 12 10:30:08 +0000 2018,0.5994,0.262,0.618,0.12
CNN,CNN,59,"President Donald Trump said the roughly 100,000 political prisoners in North Korea are going to be ""the great winne… https://t.co/ks0MEmdt4O",Tue Jun 12 10:20:34 +0000 2018,0.2023,0.161,0.709,0.13
CNN,CNN,60,"The US military will stop ""war games"" on the Korean Peninsula, President Trump said, as he announced details of his… https://t.co/TnPog3UKz5",Tue Jun 12 10:20:06 +0000 2018,-0.7269,0.0,0.757,0.243
CNN,CNN,61,Nearly five hours of unprecedented and surreal talks between President Trump and North Korea's Kim Jong Un culminat… https://t.co/9ESY5cnM8a,Tue Jun 12 10:10:22 +0000 2018,0.0,0.0,1.0,0.0
CNN,CNN,62,"Trump says he trusts Kim Jong Un. And if he's wrong? ""I may be wrong, I mean I may stand before you in six months a… https://t.co/oa9E3q9vXO",Tue Jun 12 09:46:28 +0000 2018,-0.4767,0.099,0.703,0.198
